PPTrace1,
Freq,,Amp,,
             1213303,Hz,              -56.09, dBm,
             1226636,Hz,              -53.71, dBm,
             1239969,Hz,              -54.40, dBm,
             1253302,Hz,              -55.81, dBm,
             1266635,Hz,              -57.15, dBm,
             1279968,Hz,              -55.27, dBm,
             1293301,Hz,              -56.85, dBm,
             1306634,Hz,              -57.41, dBm,
             1319967,Hz,              -56.35, dBm,
             1333300,Hz,              -57.96, dBm,
             1346633,Hz,              -57.51, dBm,
             1359966,Hz,              -58.30, dBm,
             1373299,Hz,              -58.11, dBm,
             1386632,Hz,              -57.80, dBm,
             1399965,Hz,              -56.72, dBm,
             1413298,Hz,              -56.87, dBm,
             1426631,Hz,              -58.94, dBm,
             1439964,Hz,              -59.08, dBm,
             1453297,Hz,              -58.69, dBm,
             1466630,Hz,              -57.27, dBm,
             1479963,Hz,              -58.94, dBm,
             1493296,Hz,              -58.16, dBm,
             1506629,Hz,              -58.67, dBm,
             1519962,Hz,              -56.70, dBm,
             1533295,Hz,              -60.38, dBm,
             1546628,Hz,              -59.40, dBm,
             1559961,Hz,              -57.34, dBm,
             1573294,Hz,              -58.60, dBm,
             1586627,Hz,              -58.04, dBm,
             1599960,Hz,              -58.12, dBm,
             1613293,Hz,              -57.28, dBm,
             1626626,Hz,              -58.83, dBm,
             1639959,Hz,              -61.24, dBm,
             1653292,Hz,              -58.54, dBm,
             1666625,Hz,              -57.24, dBm,
             1679958,Hz,              -57.32, dBm,
             1693291,Hz,              -60.98, dBm,
             1706624,Hz,              -59.21, dBm,
             1719957,Hz,              -57.47, dBm,
             1733290,Hz,              -59.33, dBm,
             1746623,Hz,              -60.29, dBm,
             1759956,Hz,              -59.64, dBm,
             1773289,Hz,              -62.19, dBm,
             1786622,Hz,              -61.14, dBm,
             1799955,Hz,              -59.64, dBm,
             1813288,Hz,              -61.77, dBm,
             1826621,Hz,              -58.17, dBm,
             1839954,Hz,              -59.97, dBm,
             1853287,Hz,              -60.80, dBm,
             1866620,Hz,              -62.04, dBm,
             1879953,Hz,              -62.76, dBm,
             1893286,Hz,              -60.87, dBm,
             1906619,Hz,              -60.92, dBm,
             1919952,Hz,              -62.46, dBm,
             1933285,Hz,              -59.89, dBm,
             1946618,Hz,              -57.63, dBm,
             1959951,Hz,              -61.90, dBm,
             1973284,Hz,              -60.23, dBm,
             1986617,Hz,              -61.53, dBm,
             1999950,Hz,              -61.37, dBm,
             2013283,Hz,              -62.17, dBm,
             2026616,Hz,              -60.18, dBm,
             2039949,Hz,              -60.97, dBm,
             2053282,Hz,              -59.40, dBm,
             2066615,Hz,              -61.17, dBm,
             2079948,Hz,              -60.89, dBm,
             2093281,Hz,              -61.14, dBm,
             2106614,Hz,              -62.15, dBm,
             2119947,Hz,              -58.13, dBm,
             2133280,Hz,              -62.41, dBm,
             2146613,Hz,              -63.42, dBm,
             2159946,Hz,              -60.96, dBm,
             2173279,Hz,              -62.49, dBm,
             2186612,Hz,              -63.51, dBm,
             2199945,Hz,              -62.02, dBm,
             2213278,Hz,              -60.08, dBm,
             2226611,Hz,              -60.10, dBm,
             2239944,Hz,              -61.01, dBm,
             2253277,Hz,              -60.63, dBm,
             2266610,Hz,              -59.69, dBm,
             2279943,Hz,              -59.91, dBm,
             2293276,Hz,              -60.07, dBm,
             2306609,Hz,              -60.23, dBm,
             2319942,Hz,              -60.29, dBm,
             2333275,Hz,              -61.03, dBm,
             2346608,Hz,              -60.44, dBm,
             2359941,Hz,              -60.94, dBm,
             2373274,Hz,              -61.13, dBm,
             2386607,Hz,              -59.70, dBm,
             2399940,Hz,              -59.30, dBm,
             2413273,Hz,              -61.15, dBm,
             2426606,Hz,              -60.85, dBm,
             2439939,Hz,              -61.99, dBm,
             2453272,Hz,              -61.82, dBm,
             2466605,Hz,              -61.86, dBm,
             2479938,Hz,              -61.99, dBm,
             2493271,Hz,              -61.97, dBm,
             2506604,Hz,              -61.62, dBm,
             2519937,Hz,              -61.52, dBm,
             2533270,Hz,              -62.25, dBm,
             2546603,Hz,              -61.45, dBm,
             2559936,Hz,              -62.94, dBm,
             2573269,Hz,              -61.41, dBm,
             2586602,Hz,              -62.65, dBm,
             2599935,Hz,              -62.89, dBm,
             2613268,Hz,              -65.23, dBm,
             2626601,Hz,              -62.44, dBm,
             2639934,Hz,              -60.62, dBm,
             2653267,Hz,              -61.88, dBm,
             2666600,Hz,              -61.05, dBm,
             2679933,Hz,              -61.92, dBm,
             2693266,Hz,              -62.14, dBm,
             2706599,Hz,              -62.83, dBm,
             2719932,Hz,              -62.22, dBm,
             2733265,Hz,              -61.82, dBm,
             2746598,Hz,              -62.02, dBm,
             2759931,Hz,              -60.83, dBm,
             2773264,Hz,              -62.21, dBm,
             2786597,Hz,              -61.98, dBm,
             2799930,Hz,              -62.53, dBm,
             2813263,Hz,              -62.40, dBm,
             2826596,Hz,              -61.84, dBm,
             2839929,Hz,              -61.71, dBm,
             2853262,Hz,              -62.98, dBm,
             2866595,Hz,              -64.53, dBm,
             2879928,Hz,              -61.94, dBm,
             2893261,Hz,              -63.49, dBm,
             2906594,Hz,              -60.98, dBm,
             2919927,Hz,              -62.93, dBm,
             2933260,Hz,              -64.20, dBm,
             2946593,Hz,              -64.62, dBm,
             2959926,Hz,              -64.54, dBm,
             2973259,Hz,              -62.25, dBm,
             2986592,Hz,              -61.09, dBm,
             2999925,Hz,              -62.50, dBm,
             3013258,Hz,              -62.35, dBm,
             3026591,Hz,              -63.61, dBm,
             3039924,Hz,              -62.30, dBm,
             3053257,Hz,              -63.18, dBm,
             3066590,Hz,              -63.09, dBm,
             3079923,Hz,              -59.91, dBm,
             3093256,Hz,              -65.30, dBm,
             3106589,Hz,              -62.43, dBm,
             3119922,Hz,              -63.81, dBm,
             3133255,Hz,              -64.13, dBm,
             3146588,Hz,              -65.15, dBm,
             3159921,Hz,              -63.82, dBm,
             3173254,Hz,              -66.44, dBm,
             3186587,Hz,              -65.31, dBm,
             3199920,Hz,              -64.24, dBm,
             3213253,Hz,              -61.35, dBm,
             3226586,Hz,              -65.09, dBm,
             3239919,Hz,              -63.79, dBm,
             3253252,Hz,              -65.78, dBm,
             3266585,Hz,              -64.15, dBm,
             3279918,Hz,              -63.44, dBm,
             3293251,Hz,              -62.62, dBm,
             3306584,Hz,              -63.15, dBm,
             3319917,Hz,              -64.11, dBm,
             3333250,Hz,              -63.35, dBm,
             3346583,Hz,              -64.53, dBm,
             3359916,Hz,              -64.83, dBm,
             3373249,Hz,              -66.08, dBm,
             3386582,Hz,              -64.56, dBm,
             3399915,Hz,              -65.19, dBm,
             3413248,Hz,              -63.98, dBm,
             3426581,Hz,              -65.65, dBm,
             3439914,Hz,              -64.74, dBm,
             3453247,Hz,              -65.72, dBm,
             3466580,Hz,              -63.66, dBm,
             3479913,Hz,              -63.66, dBm,
             3493246,Hz,              -63.15, dBm,
             3506579,Hz,              -64.56, dBm,
             3519912,Hz,              -65.06, dBm,
             3533245,Hz,              -65.76, dBm,
             3546578,Hz,              -66.87, dBm,
             3559911,Hz,              -63.47, dBm,
             3573244,Hz,              -64.60, dBm,
             3586577,Hz,              -64.26, dBm,
             3599910,Hz,              -63.35, dBm,
             3613243,Hz,              -67.25, dBm,
             3626576,Hz,              -66.20, dBm,
             3639909,Hz,              -64.51, dBm,
             3653242,Hz,              -61.41, dBm,
             3666575,Hz,              -67.83, dBm,
             3679908,Hz,              -67.52, dBm,
             3693241,Hz,              -67.40, dBm,
             3706574,Hz,              -64.18, dBm,
             3719907,Hz,              -64.99, dBm,
             3733240,Hz,              -64.70, dBm,
             3746573,Hz,              -66.91, dBm,
             3759906,Hz,              -64.00, dBm,
             3773239,Hz,              -65.49, dBm,
             3786572,Hz,              -64.04, dBm,
             3799905,Hz,              -64.80, dBm,
             3813238,Hz,              -65.71, dBm,
             3826571,Hz,              -64.58, dBm,
             3839904,Hz,              -66.39, dBm,
             3853237,Hz,              -64.14, dBm,
             3866570,Hz,              -63.89, dBm,
             3879903,Hz,              -65.09, dBm,
             3893236,Hz,              -65.22, dBm,
             3906569,Hz,              -68.25, dBm,
             3919902,Hz,              -66.09, dBm,
             3933235,Hz,              -66.30, dBm,
             3946568,Hz,              -64.00, dBm,
             3959901,Hz,              -64.74, dBm,
             3973234,Hz,              -65.87, dBm,
             3986567,Hz,              -67.12, dBm,
             3999900,Hz,              -65.74, dBm,
             4013233,Hz,              -65.56, dBm,
             4026566,Hz,              -65.16, dBm,
             4039899,Hz,              -65.93, dBm,
             4053232,Hz,              -66.26, dBm,
             4066565,Hz,              -67.92, dBm,
             4079898,Hz,              -68.19, dBm,
             4093231,Hz,              -67.44, dBm,
             4106564,Hz,              -65.72, dBm,
             4119897,Hz,              -67.32, dBm,
             4133230,Hz,              -63.64, dBm,
             4146563,Hz,              -66.69, dBm,
             4159896,Hz,              -66.92, dBm,
             4173229,Hz,              -65.59, dBm,
             4186562,Hz,              -65.40, dBm,
             4199895,Hz,              -64.69, dBm,
             4213228,Hz,              -68.77, dBm,
             4226561,Hz,              -66.49, dBm,
             4239894,Hz,              -66.63, dBm,
             4253227,Hz,              -67.47, dBm,
             4266560,Hz,              -66.87, dBm,
             4279893,Hz,              -65.15, dBm,
             4293226,Hz,              -66.20, dBm,
             4306559,Hz,              -64.74, dBm,
             4319892,Hz,              -68.28, dBm,
             4333225,Hz,              -66.01, dBm,
             4346558,Hz,              -67.57, dBm,
             4359891,Hz,              -67.76, dBm,
             4373224,Hz,              -67.16, dBm,
             4386557,Hz,              -68.08, dBm,
             4399890,Hz,              -67.22, dBm,
             4413223,Hz,              -69.43, dBm,
             4426556,Hz,              -67.81, dBm,
             4439889,Hz,              -65.53, dBm,
             4453222,Hz,              -66.70, dBm,
             4466555,Hz,              -67.93, dBm,
             4479888,Hz,              -66.39, dBm,
             4493221,Hz,              -67.35, dBm,
             4506554,Hz,              -68.21, dBm,
             4519887,Hz,              -67.83, dBm,
             4533220,Hz,              -67.17, dBm,
             4546553,Hz,              -69.17, dBm,
             4559886,Hz,              -66.86, dBm,
             4573219,Hz,              -69.11, dBm,
             4586552,Hz,              -67.88, dBm,
             4599885,Hz,              -68.44, dBm,
             4613218,Hz,              -69.00, dBm,
             4626551,Hz,              -66.13, dBm,
             4639884,Hz,              -65.87, dBm,
             4653217,Hz,              -68.99, dBm,
             4666550,Hz,              -70.01, dBm,
             4679883,Hz,              -67.03, dBm,
             4693216,Hz,              -68.49, dBm,
             4706549,Hz,              -67.62, dBm,
             4719882,Hz,              -67.94, dBm,
             4733215,Hz,              -66.13, dBm,
             4746548,Hz,              -67.54, dBm,
             4759881,Hz,              -66.46, dBm,
             4773214,Hz,              -69.60, dBm,
             4786547,Hz,              -69.45, dBm,
             4799880,Hz,              -65.56, dBm,
             4813213,Hz,              -70.02, dBm,
             4826546,Hz,              -68.72, dBm,
             4839879,Hz,              -68.36, dBm,
             4853212,Hz,              -69.81, dBm,
             4866545,Hz,              -66.81, dBm,
             4879878,Hz,              -69.20, dBm,
             4893211,Hz,              -67.46, dBm,
             4906544,Hz,              -67.59, dBm,
             4919877,Hz,              -67.67, dBm,
             4933210,Hz,              -67.14, dBm,
             4946543,Hz,              -67.75, dBm,
             4959876,Hz,              -66.77, dBm,
             4973209,Hz,              -67.96, dBm,
             4986542,Hz,              -62.07, dBm,
             4999875,Hz,              -62.09, dBm,
             5013208,Hz,              -70.41, dBm,
             5026541,Hz,              -68.67, dBm,
             5039874,Hz,              -68.20, dBm,
             5053207,Hz,              -68.31, dBm,
             5066540,Hz,              -67.41, dBm,
             5079873,Hz,              -69.02, dBm,
             5093206,Hz,              -69.36, dBm,
             5106539,Hz,              -67.00, dBm,
             5119872,Hz,              -68.23, dBm,
             5133205,Hz,              -68.24, dBm,
             5146538,Hz,              -66.13, dBm,
             5159871,Hz,              -67.96, dBm,
             5173204,Hz,              -68.48, dBm,
             5186537,Hz,              -68.98, dBm,
             5199870,Hz,              -68.66, dBm,
             5213203,Hz,              -68.85, dBm,
             5226536,Hz,              -69.34, dBm,
             5239869,Hz,              -67.05, dBm,
             5253202,Hz,              -67.12, dBm,
             5266535,Hz,              -67.13, dBm,
             5279868,Hz,              -69.40, dBm,
             5293201,Hz,              -69.68, dBm,
             5306534,Hz,              -70.15, dBm,
             5319867,Hz,              -70.34, dBm,
             5333200,Hz,              -65.77, dBm,
             5346533,Hz,              -69.49, dBm,
             5359866,Hz,              -69.98, dBm,
             5373199,Hz,              -70.11, dBm,
             5386532,Hz,              -68.16, dBm,
             5399865,Hz,              -68.17, dBm,
             5413198,Hz,              -69.61, dBm,
             5426531,Hz,              -68.79, dBm,
             5439864,Hz,              -69.64, dBm,
             5453197,Hz,              -70.34, dBm,
             5466530,Hz,              -70.22, dBm,
             5479863,Hz,              -69.76, dBm,
             5493196,Hz,              -70.61, dBm,
             5506529,Hz,              -67.17, dBm,
             5519862,Hz,              -67.96, dBm,
             5533195,Hz,              -71.18, dBm,
             5546528,Hz,              -68.36, dBm,
             5559861,Hz,              -71.33, dBm,
             5573194,Hz,              -72.51, dBm,
             5586527,Hz,              -69.42, dBm,
             5599860,Hz,              -68.49, dBm,
             5613193,Hz,              -66.90, dBm,
             5626526,Hz,              -69.87, dBm,
             5639859,Hz,              -68.68, dBm,
             5653192,Hz,              -70.41, dBm,
             5666525,Hz,              -71.05, dBm,
             5679858,Hz,              -69.57, dBm,
             5693191,Hz,              -69.66, dBm,
             5706524,Hz,              -70.91, dBm,
             5719857,Hz,              -71.07, dBm,
             5733190,Hz,              -70.59, dBm,
             5746523,Hz,              -70.10, dBm,
             5759856,Hz,              -68.65, dBm,
             5773189,Hz,              -69.70, dBm,
             5786522,Hz,              -70.15, dBm,
             5799855,Hz,              -69.54, dBm,
             5813188,Hz,              -72.48, dBm,
             5826521,Hz,              -69.59, dBm,
             5839854,Hz,              -69.58, dBm,
             5853187,Hz,              -70.50, dBm,
             5866520,Hz,              -70.18, dBm,
             5879853,Hz,              -69.60, dBm,
             5893186,Hz,              -67.20, dBm,
             5906519,Hz,              -69.55, dBm,
             5919852,Hz,              -71.19, dBm,
             5933185,Hz,              -70.35, dBm,
             5946518,Hz,              -72.07, dBm,
             5959851,Hz,              -71.96, dBm,
             5973184,Hz,              -70.92, dBm,
             5986517,Hz,              -70.83, dBm,
             5999850,Hz,              -69.02, dBm,
             6013183,Hz,              -71.94, dBm,
             6026516,Hz,              -70.67, dBm,
             6039849,Hz,              -71.09, dBm,
             6053182,Hz,              -69.31, dBm,
             6066515,Hz,              -68.96, dBm,
             6079848,Hz,              -67.90, dBm,
             6093181,Hz,              -68.48, dBm,
             6106514,Hz,              -71.36, dBm,
             6119847,Hz,              -70.56, dBm,
             6133180,Hz,              -71.04, dBm,
             6146513,Hz,              -68.16, dBm,
             6159846,Hz,              -72.42, dBm,
             6173179,Hz,              -70.58, dBm,
             6186512,Hz,              -71.64, dBm,
             6199845,Hz,              -69.82, dBm,
             6213178,Hz,              -70.16, dBm,
             6226511,Hz,              -70.87, dBm,
             6239844,Hz,              -71.45, dBm,
             6253177,Hz,              -70.87, dBm,
             6266510,Hz,              -69.34, dBm,
             6279843,Hz,              -70.65, dBm,
             6293176,Hz,              -70.33, dBm,
             6306509,Hz,              -70.57, dBm,
             6319842,Hz,              -71.73, dBm,
             6333175,Hz,              -70.70, dBm,
             6346508,Hz,              -72.75, dBm,
             6359841,Hz,              -70.02, dBm,
             6373174,Hz,              -72.97, dBm,
             6386507,Hz,              -71.93, dBm,
             6399840,Hz,              -71.58, dBm,
             6413173,Hz,              -69.86, dBm,
             6426506,Hz,              -72.00, dBm,
             6439839,Hz,              -71.38, dBm,
             6453172,Hz,              -68.43, dBm,
             6466505,Hz,              -72.90, dBm,
             6479838,Hz,              -69.70, dBm,
             6493171,Hz,              -73.37, dBm,
             6506504,Hz,              -69.09, dBm,
             6519837,Hz,              -72.94, dBm,
             6533170,Hz,              -71.96, dBm,
             6546503,Hz,              -70.87, dBm,
             6559836,Hz,              -72.44, dBm,
             6573169,Hz,              -70.94, dBm,
             6586502,Hz,              -69.10, dBm,
             6599835,Hz,              -72.39, dBm,
             6613168,Hz,              -71.33, dBm,
             6626501,Hz,              -71.83, dBm,
             6639834,Hz,              -71.61, dBm,
             6653167,Hz,              -72.98, dBm,
             6666500,Hz,              -70.34, dBm,
             6679833,Hz,              -71.18, dBm,
             6693166,Hz,              -73.72, dBm,
             6706499,Hz,              -69.63, dBm,
             6719832,Hz,              -69.58, dBm,
             6733165,Hz,              -68.25, dBm,
             6746498,Hz,              -70.50, dBm,
             6759831,Hz,              -69.43, dBm,
             6773164,Hz,              -71.49, dBm,
             6786497,Hz,              -69.88, dBm,
             6799830,Hz,              -72.31, dBm,
             6813163,Hz,              -70.90, dBm,
             6826496,Hz,              -70.92, dBm,
             6839829,Hz,              -74.12, dBm,
             6853162,Hz,              -71.40, dBm,
             6866495,Hz,              -71.79, dBm,
             6879828,Hz,              -73.22, dBm,
             6893161,Hz,              -72.04, dBm,
             6906494,Hz,              -70.32, dBm,
             6919827,Hz,              -70.32, dBm,
             6933160,Hz,              -71.98, dBm,
             6946493,Hz,              -70.35, dBm,
             6959826,Hz,              -72.33, dBm,
             6973159,Hz,              -71.97, dBm,
             6986492,Hz,              -71.36, dBm,
             6999825,Hz,              -71.05, dBm,
             7013158,Hz,              -72.58, dBm,
             7026491,Hz,              -73.81, dBm,
             7039824,Hz,              -75.39, dBm,
             7053157,Hz,              -72.49, dBm,
             7066490,Hz,              -70.95, dBm,
             7079823,Hz,              -72.66, dBm,
             7093156,Hz,              -68.80, dBm,
             7106489,Hz,              -72.52, dBm,
             7119822,Hz,              -71.67, dBm,
             7133155,Hz,              -71.59, dBm,
             7146488,Hz,              -72.40, dBm,
             7159821,Hz,              -73.22, dBm,
             7173154,Hz,              -70.54, dBm,
             7186487,Hz,              -70.64, dBm,
             7199820,Hz,              -70.55, dBm,
             7213153,Hz,              -75.03, dBm,
             7226486,Hz,              -72.73, dBm,
             7239819,Hz,              -71.35, dBm,
             7253152,Hz,              -70.05, dBm,
             7266485,Hz,              -73.98, dBm,
             7279818,Hz,              -73.21, dBm,
             7293151,Hz,              -74.44, dBm,
             7306484,Hz,              -70.40, dBm,
             7319817,Hz,              -69.53, dBm,
             7333150,Hz,              -72.56, dBm,
             7346483,Hz,              -72.01, dBm,
             7359816,Hz,              -71.08, dBm,
             7373149,Hz,              -73.46, dBm,
             7386482,Hz,              -70.03, dBm,
             7399815,Hz,              -74.75, dBm,
             7413148,Hz,              -69.62, dBm,
             7426481,Hz,              -73.01, dBm,
             7439814,Hz,              -72.48, dBm,
             7453147,Hz,              -71.44, dBm,
             7466480,Hz,              -71.07, dBm,
             7479813,Hz,              -70.19, dBm,
             7493146,Hz,              -75.06, dBm,
             7506479,Hz,              -72.07, dBm,
             7519812,Hz,              -71.66, dBm,
             7533145,Hz,              -71.88, dBm,
             7546478,Hz,              -72.78, dBm,
             7559811,Hz,              -72.92, dBm,
             7573144,Hz,              -73.15, dBm,
             7586477,Hz,              -70.17, dBm,
             7599810,Hz,              -73.69, dBm,
             7613143,Hz,              -71.08, dBm,
             7626476,Hz,              -74.01, dBm,
             7639809,Hz,              -72.81, dBm,
             7653142,Hz,              -74.84, dBm,
             7666475,Hz,              -71.55, dBm,
             7679808,Hz,              -73.57, dBm,
             7693141,Hz,              -73.60, dBm,
             7706474,Hz,              -72.25, dBm,
             7719807,Hz,              -72.35, dBm,
             7733140,Hz,              -73.09, dBm,
             7746473,Hz,              -70.54, dBm,
             7759806,Hz,              -72.91, dBm,
             7773139,Hz,              -73.35, dBm,
             7786472,Hz,              -74.08, dBm,
             7799805,Hz,              -74.14, dBm,
             7813138,Hz,              -74.72, dBm,
             7826471,Hz,              -73.37, dBm,
             7839804,Hz,              -70.63, dBm,
             7853137,Hz,              -73.66, dBm,
             7866470,Hz,              -72.98, dBm,
             7879803,Hz,              -74.19, dBm,
             7893136,Hz,              -73.23, dBm,
             7906469,Hz,              -74.69, dBm,
             7919802,Hz,              -74.12, dBm,
             7933135,Hz,              -71.61, dBm,
             7946468,Hz,              -73.03, dBm,
             7959801,Hz,              -74.41, dBm,
             7973134,Hz,              -75.17, dBm,
             7986467,Hz,              -72.03, dBm,
             7999800,Hz,              -71.48, dBm,
